Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,temperature,humidity,ph,Rainfall_Required
cotton,2008,Kharif,Andhra Pradesh,1398900.0,3568251,944.6,200098656.0,125901.0,2.456363636,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2008,Kharif,Andhra Pradesh,497803.0,1566921,944.6,71205741.12,44802.27,3.601818182,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2008,Rabi,Andhra Pradesh,354157.0,2584881,944.6,50658617.28,31874.13,6.952727273,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2008,Kharif,Andhra Pradesh,206857.0,91928,944.6,29588825.28,18617.13,0.436818182,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2008,Rabi,Andhra Pradesh,112694.0,44272,944.6,16119749.76,10142.46,0.582631579,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2008,Kharif,Andhra Pradesh,2803076.0,8379635,944.6,400951991.0,252276.84,2.913636364,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2008,Rabi,Andhra Pradesh,1584140.0,5861498,944.6,226595385.6,142572.6,3.236818182,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2008,Kharif,Andhra Pradesh,69015.0,40474,944.6,9871905.6,6211.35,0.460526316,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2008,Rabi,Andhra Pradesh,269360.0,180440,944.6,38529254.4,24242.4,0.62,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2008,Whole Year,Tamil Nadu,27483.0,16703,1201.9,3931168.32,2473.47,0.606923077,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2008,Whole Year,Tamil Nadu,56672.0,84021,1201.9,8106362.88,5100.48,2.5968,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2008,Whole Year,Tamil Nadu,115804.0,5148134,1201.9,16564604.16,10422.36,44.54483871,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2008,Whole Year,Tamil Nadu,389429.0,5362000000,1201.9,55703924.16,35048.61,13834.07258,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2008,Whole Year,Tamil Nadu,114516.0,187673,1201.9,16380368.64,10306.44,1.797586207,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2008,Whole Year,Tamil Nadu,286639.0,1257882,1201.9,41000842.56,25797.51,5.226296296,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2008,Whole Year,Tamil Nadu,138598.0,31336,1201.9,19825057.92,12473.82,0.336333333,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2008,Kharif,Tamil Nadu,1931603.0,5183385,1201.9,276296493.1,173844.27,3.562580645,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2008,Whole Year,Tamil Nadu,263671.0,82983,1201.9,37715499.84,23730.39,0.666666667,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2009,Kharif,Andhra Pradesh,438392.0,189677,711.0,68310241.44,74526.64,0.525909091,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2009,Rabi,Andhra Pradesh,24895.0,13266,711.0,3879138.9,4232.15,0.52,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2009,Kharif,Andhra Pradesh,33411.0,43471,711.0,5206102.02,5679.87,1.3,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2009,Rabi,Andhra Pradesh,11938.0,9884,711.0,1860179.16,2029.46,1.296363636,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2009,Whole Year,Andhra Pradesh,58229.0,1775347,711.0,9073242.78,9898.93,30.9435,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2009,Whole Year,Andhra Pradesh,104541.0,1149330226,711.0,16289578.62,17771.97,10004.87412,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2009,Kharif,Andhra Pradesh,1467025.0,3232025,711.0,228591835.5,249394.25,2.209090909,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2009,Kharif,Andhra Pradesh,501624.0,996315,711.0,78163051.68,85276.08,3.095,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2009,Rabi,Andhra Pradesh,281008.0,1764883,711.0,43786666.56,47771.36,6.097272727,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2009,Kharif,Andhra Pradesh,205281.0,21104,711.0,31986885.42,34897.77,0.167727273,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2009,Rabi,Andhra Pradesh,101342.0,41502,711.0,15791110.44,17228.14,0.475,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2009,Kharif,Andhra Pradesh,2062870.0,5956396,711.0,321436403.4,350687.9,2.790909091,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2009,Rabi,Andhra Pradesh,1377866.0,4881871,711.0,214699080.1,234237.22,3.098636364,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2009,Kharif,Andhra Pradesh,82940.0,12732,711.0,12923710.8,14099.8,0.2605,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2009,Rabi,Andhra Pradesh,346178.0,255694,711.0,53941455.96,58850.26,0.640952381,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2009,Whole Year,Tamil Nadu,26558.0,20274,928.5,4138267.56,4514.86,0.709615385,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2009,Whole Year,Tamil Nadu,54427.0,82652,928.5,8480815.14,9252.59,1.649615385,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2009,Whole Year,Tamil Nadu,113681.0,4887841,928.5,17713773.42,19325.77,43.52,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2009,Whole Year,Tamil Nadu,400466.0,5547100000,928.5,62400612.12,68079.22,14134.65935,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2009,Whole Year,Tamil Nadu,104095.0,225448,928.5,16220082.9,17696.15,2.502333333,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2009,Whole Year,Tamil Nadu,244159.0,1138126,928.5,38044855.38,41507.03,4.798888889,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2009,Whole Year,Tamil Nadu,138138.0,47673,928.5,21524663.16,23483.46,0.410322581,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2009,Kharif,Tamil Nadu,1845553.0,5665258,928.5,287574068.5,313744.01,3.539677419,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2009,Whole Year,Tamil Nadu,259722.0,98712,928.5,40469882.04,44152.74,0.392333333,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2010,Kharif,Andhra Pradesh,629980.0,261286,1297.0,104645977.8,151195.2,0.466363636,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2010,Rabi,Andhra Pradesh,8123.0,4101,1297.0,1349311.53,1949.52,0.483333333,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2010,Kharif,Andhra Pradesh,51338.0,84908,1297.0,8527755.18,12321.12,1.229444444,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2010,Rabi,Andhra Pradesh,15988.0,17254,1297.0,2655766.68,3837.12,1.454545455,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2010,Whole Year,Andhra Pradesh,58876.0,1920403,1297.0,9779892.36,14130.24,31.56263158,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2010,Whole Year,Andhra Pradesh,103945.0,1220268000,1297.0,17266303.95,24946.8,11116.99833,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2010,Kharif,Andhra Pradesh,1784237.0,3890277,1297.0,296379608.1,428216.88,1.980454545,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2010,Kharif,Andhra Pradesh,439530.0,1639069,1297.0,73010328.3,105487.2,3.821818182,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2010,Rabi,Andhra Pradesh,303916.0,2313946,1297.0,50483486.76,72939.84,7.073636364,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2010,Kharif,Andhra Pradesh,261106.0,121685,1297.0,43372317.66,62665.44,0.355,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2010,Rabi,Andhra Pradesh,116941.0,44241,1297.0,19425069.51,28065.84,0.463,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2010,Kharif,Andhra Pradesh,2921793.0,7509866,1297.0,485339035.2,701230.32,2.666818182,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2010,Rabi,Andhra Pradesh,1829516.0,6909447,1297.0,303900902.8,439083.84,3.325909091,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2010,Kharif,Andhra Pradesh,82317.0,46191,1297.0,13673676.87,19756.08,0.472857143,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2010,Rabi,Andhra Pradesh,381529.0,207272,1297.0,63375782.19,91566.96,0.573809524,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2011,Kharif,Andhra Pradesh,478657.0,144679,861.9,80184620.64,157956.81,0.435454545,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2011,Rabi,Andhra Pradesh,2841.0,1409,861.9,475924.32,937.53,0.455294118,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2011,Kharif,Andhra Pradesh,32415.0,47506,861.9,5430160.8,10696.95,1.221764706,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2011,Rabi,Andhra Pradesh,10748.0,11138,861.9,1800504.96,3546.84,1.235,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2011,Whole Year,Andhra Pradesh,62103.0,2308295,861.9,10403494.56,20493.99,35.52157895,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2011,Whole Year,Andhra Pradesh,103967.0,1430853709,861.9,17416551.84,34309.11,12604.71833,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2011,Kharif,Andhra Pradesh,2062999.0,3181907,861.9,345593592.5,680789.67,1.548181818,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2011,Kharif,Andhra Pradesh,530919.0,1492303,861.9,88939550.88,175203.27,3.427727273,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2011,Rabi,Andhra Pradesh,332805.0,2163376,861.9,55751493.6,109825.65,6.432272727,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2011,Kharif,Andhra Pradesh,152088.0,82507,861.9,25477781.76,50189.04,0.537727273,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2011,Rabi,Andhra Pradesh,131376.0,79912,861.9,22008107.52,43354.08,0.6295,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2011,Kharif,Andhra Pradesh,2873949.0,8563334,861.9,481443936.5,948403.17,2.909090909,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2011,Rabi,Andhra Pradesh,1221899.0,4328458,861.9,204692520.5,403226.67,3.031818182,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2011,Kharif,Andhra Pradesh,62571.0,40360,861.9,10481893.92,20648.43,0.598095238,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2011,Rabi,Andhra Pradesh,477139.0,327400,861.9,79930325.28,157455.87,0.5575,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2011,Whole Year,Tamil Nadu,35968.0,31292,926.5,6025359.36,11869.44,0.867037037,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2011,Kharif,Tamil Nadu,30837.0,68165,926.5,5165814.24,10176.21,2.1,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2011,Rabi,Tamil Nadu,15827.0,46282,926.5,2651339.04,5222.91,2.827272727,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2011,Whole Year,Tamil Nadu,103107.0,4505435,926.5,17272484.64,34025.31,43.34580645,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2011,Whole Year,Tamil Nadu,419400.0,6200900000,926.5,70257888.0,138402.0,13248.16226,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2011,Kharif,Tamil Nadu,107036.0,302611,926.5,17930670.72,35321.88,3.036923077,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2011,Rabi,Tamil Nadu,28769.0,79158,926.5,4819382.88,9493.77,2.83,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
jute,2011,Kharif,Tamil Nadu,3.0,0,926.5,502.56,0.99,0.0,78.4,46.86,39.99,24.9583758265,79.6398642063,6.7327775681699995,174.792797536
maize,2011,Kharif,Tamil Nadu,176287.0,1001667,926.5,29531598.24,58174.71,5.832307692,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2011,Rabi,Tamil Nadu,104342.0,693800,926.5,17479371.84,34432.86,6.611481481,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2011,Whole Year,Tamil Nadu,164069.0,85118,926.5,27484838.88,54142.77,0.600344828,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2011,Kharif,Tamil Nadu,1903772.0,7458657,926.5,318919885.4,628244.76,4.226451613,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2011,Whole Year,Tamil Nadu,308263.0,178816,926.5,51640217.76,101726.79,0.663333333,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2012,Kharif,Andhra Pradesh,480000.0,251000,968.7,72384000.0,148800.0,0.5885,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2012,Kharif,Andhra Pradesh,60000.0,100000,968.7,9048000.0,18600.0,1.483636364,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2012,Rabi,Andhra Pradesh,7000.0,11000,968.7,1055600.0,2170.0,1.4,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
coconut,2012,Whole Year,Andhra Pradesh,99825.0,1670659000,968.7,15053610.0,30945.75,14794.63,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2012,Kharif,Andhra Pradesh,2402000.0,5600000,968.7,362221600.0,744620.0,2.440454545,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2012,Kharif,Andhra Pradesh,565000.0,2341000,968.7,85202000.0,175150.0,4.040952381,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2012,Rabi,Andhra Pradesh,407000.0,2513000,968.7,61375600.0,126170.0,6.119545455,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2012,Kharif,Andhra Pradesh,151000.0,107000,968.7,22770800.0,46810.0,0.554736842,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2012,Rabi,Andhra Pradesh,127000.0,87000,968.7,19151600.0,39370.0,0.768666667,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2012,Kharif,Andhra Pradesh,2487000.0,7167000,968.7,375039600.0,770970.0,2.969545455,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2012,Rabi,Andhra Pradesh,1141000.0,4344000,968.7,172062800.0,353710.0,3.243636364,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2012,Kharif,Andhra Pradesh,57000.0,51000,968.7,8595600.0,17670.0,0.830666667,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2012,Rabi,Andhra Pradesh,387000.0,321000,968.7,58359600.0,119970.0,0.693333333,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2013,Kharif,Andhra Pradesh,182826.0,102954,1062.3,26416528.74,49363.02,0.696923077,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2013,Rabi,Andhra Pradesh,1298.0,1003,1062.3,187548.02,350.46,0.736,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2013,Kharif,Andhra Pradesh,46930.0,77599,1062.3,6780915.7,12671.1,1.621818182,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2013,Rabi,Andhra Pradesh,2297.0,4256,1062.3,331893.53,620.19,1.78,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2013,Whole Year,Andhra Pradesh,60626.0,1888161,1062.3,8759850.74,16369.02,31.62769231,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2013,Whole Year,Andhra Pradesh,99066.0,1610007000,1062.3,14314046.34,26747.82,13712.57308,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2013,Kharif,Andhra Pradesh,671459.0,2175683,1062.3,97019110.91,181293.93,2.623846154,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2013,Rabi,Andhra Pradesh,5155.0,12281,1062.3,744845.95,1391.85,2.531666667,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2013,Kharif,Andhra Pradesh,109846.0,407657,1062.3,15871648.54,29658.42,3.460769231,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2013,Rabi,Andhra Pradesh,242269.0,1805828,1062.3,35005447.81,65412.63,7.458461538,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2013,Kharif,Andhra Pradesh,17490.0,8956,1062.3,2527130.1,4722.3,0.627692308,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2013,Rabi,Andhra Pradesh,116216.0,72653,1062.3,16792049.84,31378.32,0.670769231,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2013,Kharif,Andhra Pradesh,1705555.0,4356822,1062.3,246435642.0,460499.85,2.715384615,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2013,Rabi,Andhra Pradesh,877885.0,3636603,1062.3,126845603.7,237028.95,3.408461538,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2013,Kharif,Andhra Pradesh,14508.0,9901,1062.3,2096260.92,3917.16,0.724615385,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2013,Rabi,Andhra Pradesh,250265.0,196803,1062.3,36160789.85,67571.55,0.759230769,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2013,Whole Year,Tamil Nadu,59643.0,57666,740.9,8617817.07,16103.61,0.955172414,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2013,Kharif,Tamil Nadu,30322.0,69197,740.9,4381225.78,8186.94,2.3008,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2013,Rabi,Tamil Nadu,24090.0,48239,740.9,3480764.1,6504.3,2.14,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2013,Whole Year,Tamil Nadu,92463.0,3840375,740.9,13359978.87,24965.01,42.13096774,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2013,Whole Year,Tamil Nadu,428538.0,4668000000,740.9,61919455.62,115705.26,9606.394516,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2013,Kharif,Tamil Nadu,116495.0,333808,740.9,16832362.55,31453.65,2.815,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2013,Rabi,Tamil Nadu,34468.0,82752,740.9,4980281.32,9306.36,2.478888889,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2013,Kharif,Tamil Nadu,223113.0,1458297,740.9,32237597.37,60240.51,6.161111111,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2013,Rabi,Tamil Nadu,157316.0,786919,740.9,22730588.84,42475.32,5.431724138,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2013,Kharif,Tamil Nadu,25034.0,14083,740.9,3617162.66,6759.18,0.572307692,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2013,Rabi,Tamil Nadu,170251.0,137317,740.9,24599566.99,45967.77,0.774074074,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2013,Kharif,Tamil Nadu,1725730.0,7115195,740.9,249350727.7,465947.1,4.491935484,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2013,Kharif,Tamil Nadu,69872.0,58712,740.9,10095805.28,18865.44,0.824827586,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2013,Rabi,Tamil Nadu,295256.0,251946,740.9,42661539.44,79719.12,0.788,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
pigeonpeas,2014,Kharif,Andhra Pradesh,148980.0,74560,687.6,22490020.8,49163.4,0.634615385,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
pigeonpeas,2014,Rabi,Andhra Pradesh,1564.0,1224,687.6,236101.44,516.12,0.727,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135
mothbeans,2014,Kharif,Andhra Pradesh,24755.0,31913,687.6,3737014.8,8169.15,1.560909091,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2014,Rabi,Andhra Pradesh,3423.0,6586,687.6,516736.08,1129.59,1.624285714,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2014,Whole Year,Andhra Pradesh,61607.0,1945126,687.6,9300192.72,20330.31,31.49384615,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2014,Whole Year,Andhra Pradesh,99097.0,1447900000,687.6,14959683.12,32702.01,12941.33667,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2014,Kharif,Andhra Pradesh,814855.0,2735370,687.6,123010510.8,268902.15,3.026153846,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2014,Rabi,Andhra Pradesh,6222.0,15914,687.6,939273.12,2053.26,2.897142857,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
maize,2014,Kharif,Andhra Pradesh,99863.0,328758,687.6,15075318.48,32954.79,3.446923077,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
maize,2014,Rabi,Andhra Pradesh,203463.0,1609315,687.6,30714774.48,67142.79,7.481538462,77.76,48.44,19.79,22.3892039102,65.0922494467,6.2451897224,84.766987663
mungbean,2014,Kharif,Andhra Pradesh,11408.0,10461,687.6,1722151.68,3764.64,0.807692308,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
mungbean,2014,Rabi,Andhra Pradesh,160036.0,131294,687.6,24159034.56,52811.88,0.767692308,20.99,47.28,19.87,28.5257747353,85.49997454300001,6.72395694037,48.403600902899996
rice,2014,Kharif,Andhra Pradesh,1634921.0,5097447,687.6,246807674.2,539523.93,3.184615385,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
rice,2014,Rabi,Andhra Pradesh,759034.0,3358137,687.6,114583772.6,250481.22,3.541538462,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
blackgram,2014,Kharif,Andhra Pradesh,19424.0,20949,687.6,2932247.04,6409.92,1.113076923,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
blackgram,2014,Rabi,Andhra Pradesh,296414.0,277700,687.6,44746657.44,97816.62,0.948461538,40.02,67.47,19.24,29.9733396789,65.1184255887,7.13395162948,67.8841511832
mothbeans,2014,Kharif,Tamil Nadu,33124.0,100137,911.3,5000399.04,10930.92,3.060416667,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
mothbeans,2014,Rabi,Tamil Nadu,24584.0,77433,911.3,3711200.64,8112.72,3.18,21.44,48.01,20.23,28.1949204842,53.16041802790001,6.83117408269,51.198487045700006
banana,2014,Whole Year,Tamil Nadu,91410.0,3725937,911.3,13799253.6,30165.3,42.5,100.23,82.01,50.05,27.3767983057,80.35812258109999,5.98389318024,104.6269804001
coconut,2014,Whole Year,Tamil Nadu,427841.0,4986500000,911.3,64586877.36,141187.53,10713.87226,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
cotton,2014,Kharif,Tamil Nadu,138386.0,434108,911.3,20890750.56,45667.38,3.09962963,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
cotton,2014,Rabi,Tamil Nadu,48307.0,164831,911.3,7292424.72,15941.31,3.393214286,117.77,46.24,19.56,23.988957895200002,79.8434742538,6.91267549578,80.3980431193
